price,brand,model,year,title_status,mileage,color,vin,lot,state,country,condition
16300,ford,f-150,2018,clean vehicle,69480.0,white,  1ftex1cb2jkd88410,167572896,texas, usa,1 days left
26500,ford,door,2016,clean vehicle,34679.0,white,  1ftfw1eg1gfa91324,167631023,illinois, usa,2 days left
36500,ford,f-150,2018,clean vehicle,24151.0,red,  1ftew1eg1jfb92141,167749059,pennsylvania, usa,3 days left
25900,ford,explorer,2019,clean vehicle,32796.0,white,  1fm5k7f8xkga63974,167802098,north carolina, usa,2 days left
22500,ford,door,2016,clean vehicle,67979.0,black,  1ftfw1ef7gfd42886,167631026,illinois, usa,2 days left
29000,ford,f-150,2018,clean vehicle,18690.0,white,  1ftfw1e53jfa49565,167749061,pennsylvania, usa,3 days left
825,ford,door,2012,salvage insurance,78072.0,white,  1fahp3f27cl372579,167596499,pennsylvania, usa,7 days left
10500,ford,door,2016,clean vehicle,54251.0,red,  1fmcu9g99guc59224,167631029,illinois, usa,2 days left
32000,ford,f-150,2018,clean vehicle,32262.0,white,  1ftfw1eg6jfc96497,167749063,pennsylvania, usa,3 days left
27700,ford,f-650,2015,clean vehicle,92358.0,white,  3frnf6fb7fv723704,167802125,texas, usa,2 days left
4000,ford,door,2015,clean vehicle,90740.0,red,  3fa6p0hd9fr112940,167632416,illinois, usa,2 days left
38800,ford,f-150,2018,clean vehicle,35225.0,black,  1ftfw1eg6jfa49562,167749065,pennsylvania, usa,3 days left
26200,ford,f-650,2015,clean vehicle,129063.0,white,  3frnf6fb5fv723703,167802126,texas, usa,2 days left
19500,ford,wagon,2018,clean vehicle,49985.0,white,  1fbzx2zm8jka97477,167600366,wisconsin, usa,23 hours left
11700,ford,escape,2015,clean vehicle,52340.0,black,  1fmcu0jx4fua38177,167632432,illinois, usa,2 days left
34000,ford,f-150,2018,clean vehicle,21406.0,black,  1ftew1ep8jfe30258,167749066,pennsylvania, usa,3 days left
38600,ford,srw,2019,clean vehicle,16619.0,white,  1ft7w2bt0kee34621,167802180,florida, usa,1 days left
21500,ford,door,2015,clean vehicle,41293.0,black,  1ftfw1ef5ffa07480,167632433,illinois, usa,2 days left
38500,ford,f-150,2018,clean vehicle,37053.0,black,  1ftew1e50jfa49583,167749067,pennsylvania, usa,3 days left
38500,ford,f-150,2018,clean vehicle,34532.0,black,  1ftfw1eg8jfc18450,167749069,pennsylvania, usa,3 days left
12000,ford,taurus,2017,clean vehicle,13328.0,blue,  1fahp2e88hg132084,167636134,missouri, usa,8 days left
30500,ford,f-150,2018,clean vehicle,56836.0,off-white,  1ftfw1eg3jfa50880,167749076,pennsylvania, usa,3 days left
11300,ford,door,2016,clean vehicle,48080.0,orange,  1fmcu9gx7gub92704,167636569,missouri, usa,47 minutes
29500,ford,f-150,2018,clean vehicle,12271.0,gray,  1ftfw1eg4jfe78490,167749164,pennsylvania, usa,3 days left
16100,ford,expedition,2014,clean vehicle,97318.0,white,  1fmju2a50eef65739,167637017,missouri, usa,47 minutes
32500,ford,f-150,2018,clean vehicle,12717.0,red,  1ftfw1eg1jfc34506,167749167,pennsylvania, usa,3 days left
29000,ford,mustang,2019,clean vehicle,12764.0,black,  1fa6p8cf3k5102120,167638863,texas, usa,10 days left
30000,ford,f-150,2018,clean vehicle,19951.0,red,  1ftfw1eg8jfa10617,167749170,pennsylvania, usa,3 days left
26000,ford,explorer,2019,clean vehicle,32458.0,white,  1fm5k7f83kga17399,167802226,north carolina, usa,2 days left
26000,ford,f-150,2018,clean vehicle,21616.0,gray,  1ftfw1e55jfa37529,167749171,pennsylvania, usa,3 days left
18500,ford,escape,2019,clean vehicle,17755.0,blue,  1fmcu9j9xkuc36052,167802227,north carolina, usa,6 days left
12000,ford,door,2017,clean vehicle,73846.0,gray,  1ftex1cp8hkd08288,167640389,texas, usa,9 days left
30000,ford,f-150,2018,clean vehicle,15771.0,blue,  1ftew1ep8jfd90148,167749173,pennsylvania, usa,3 days left
14700,ford,escape,2019,clean vehicle,29168.0,silver,  1fmcu0g96kub33780,167802228,north carolina, usa,2 days left
25000,ford,door,2017,clean vehicle,159182.0,red,  1ft8w3dt0hef24562,167640427,texas, usa,10 days left
26550,ford,f-150,2018,clean vehicle,15296.0,white,  1ftfw1e53jkc06275,167749175,pennsylvania, usa,5 hours left
27000,ford,explorer,2019,clean vehicle,30476.0,white,  1fm5k8f83kgb26838,167802229,north carolina, usa,2 days left
34000,ford,door,2016,clean vehicle,131754.0,white,  1ft8w3dt7gec81766,167641144,texas, usa,10 days left
27500,ford,f-150,2018,clean vehicle,26095.0,gray,  1ftew1ep8jfd35859,167749176,pennsylvania, usa,3 days left
25500,ford,f-150,2018,clean vehicle,22107.0,gray,  1ftew1ep8jfc58328,167749180,pennsylvania, usa,3 days left
13500,ford,ecosport,2019,clean vehicle,31207.0,brown,  maj6s3kl4kc273222,167802231,north carolina, usa,6 days left
4000,ford,door,2015,clean vehicle,112810.0,gray,  1fmcu0gx0fua05555,167641488,texas, usa,10 days left
25700,ford,f-150,2018,clean vehicle,19058.0,white,  1ftfw1e51jfe26457,167749183,pennsylvania, usa,3 days left
29000,ford,door,2015,clean vehicle,109137.0,white,  1ft7w2btxfea09767,167641551,texas, usa,10 days left
30500,ford,f-150,2018,clean vehicle,24058.0,black,  1ftfw1e53jfa36542,167749184,pennsylvania, usa,3 days left
30000,ford,f-150,2018,clean vehicle,6967.0,black,  1ftew1ep0jfd90421,167749186,pennsylvania, usa,3 days left
9000,ford,door,2014,clean vehicle,118340.0,gray,  1ftew1cm7efa19352,167641733,texas, usa,10 days left
19000,ford,f-150,2018,clean vehicle,36145.0,white,  1ftex1cb4jfa24241,167749245,pennsylvania, usa,12 hours left
25800,ford,explorer,2019,clean vehicle,33942.0,silver,  1fm5k7f89kga64209,167802235,north carolina, usa,2 days left
26500,ford,f-150,2018,clean vehicle,38868.0,gray,  1ftew1ep2jkc89288,167749247,pennsylvania, usa,3 days left
29300,ford,explorer,2019,clean vehicle,36190.0,red,  1fm5k8gt9kgb48958,167802277,north carolina, usa,2 days left
6300,ford,fiesta,2018,clean vehicle,37177.0,black,  3fadp4bj5jm122531,167749248,pennsylvania, usa,2 days left
25400,ford,explorer,2019,clean vehicle,39267.0,white,  1fm5k7f85kga32678,167802278,north carolina, usa,2 days left
26000,ford,f-150,2018,clean vehicle,33350.0,gray,  1ftfw1e58jfa37766,167749256,pennsylvania, usa,3 days left
7000,ford,focus,2017,clean vehicle,57889.0,black,  1fadp3f25hl234464,167802313,north carolina, usa,2 days left
25900,ford,f-150,2018,clean vehicle,34081.0,red,  1ftfw1e50jkc66708,167749258,pennsylvania, usa,36 minutes
9700,ford,fiesta,2019,clean vehicle,26821.0,gray,  3fadp4ej3km124114,167802331,north carolina, usa,2 days left
27000,ford,f-150,2018,clean vehicle,40577.0,black,  1ftew1ep9jfa21976,167749260,pennsylvania, usa,3 days left
9100,ford,fiesta,2019,clean vehicle,52355.0,black,  3fadp4bjxkm138371,167802332,north carolina, usa,2 days left
28000,ford,f-150,2018,clean vehicle,30620.0,red,  1ftfw1eg8jfb90617,167749261,pennsylvania, usa,3 days left
25700,ford,flex,2019,clean vehicle,22019.0,black,  2fmhk6dt8kba14603,167802333,north carolina, usa,6 days left
27500,ford,f-150,2018,clean vehicle,36742.0,black,  1ftew1ep1jfa02757,167749262,pennsylvania, usa,3 days left
9400,ford,fiesta,2019,clean vehicle,32473.0,white,  3fadp4ej8km130958,167802334,north carolina, usa,2 days left
25500,ford,f-150,2018,clean vehicle,43406.0,blue,  1ftew1ep1jkd75109,167749263,pennsylvania, usa,3 days left
20500,ford,flex,2019,clean vehicle,34696.0,white,  2fmhk6c8xkba14373,167802335,north carolina, usa,6 days left
21500,ford,f-150,2018,clean vehicle,43519.0,gray,  1ftfw1e55jfc57253,167749265,pennsylvania, usa,3 days left
12800,ford,hybrid,2019,clean vehicle,37716.0,gray,  3fa6p0lu4kr188583,167802336,north carolina, usa,6 days left
23900,ford,f-150,2018,clean vehicle,41627.0,white,  1ftfw1e54jfa50563,167749266,pennsylvania, usa,3 days left
9400,ford,fiesta,2019,clean vehicle,29986.0,gray,  3fadp4ej4km131038,167802337,north carolina, usa,2 days left
26900,ford,f-150,2018,clean vehicle,41496.0,silver,  1ftew1egxjfa11599,167749267,pennsylvania, usa,3 days left
25500,ford,flex,2019,clean vehicle,20613.0,gray,  2fmhk6dt9kba22922,167802338,north carolina, usa,6 days left
27000,ford,f-150,2018,clean vehicle,33475.0,blue,  1ftew1ep9jfc17402,167749268,pennsylvania, usa,3 days left
9300,ford,fiesta,2019,clean vehicle,32305.0,silver,  3fadp4bj1km123807,167802339,north carolina, usa,2 days left
14400,ford,fusion,2018,clean vehicle,38148.0,black,  3fa6p0ru4jr247959,167749350,pennsylvania, usa,2 days left
19000,ford,flex,2019,clean vehicle,39976.0,red,  2fmgk5d8xkba08187,167802340,north carolina, usa,2 days left
14000,ford,fusion,2018,clean vehicle,50513.0,white,  3fa6p0d99jr206522,167749355,pennsylvania, usa,2 days left
13600,ford,fusion,2019,clean vehicle,31408.0,gray,  3fa6p0luxkr225023,167802366,north carolina, usa,2 days left
19200,ford,transit,2018,clean vehicle,41351.0,white,  1ftyr2cm0jka24226,167749390,pennsylvania, usa,2 days left
13600,ford,fusion,2019,clean vehicle,32038.0,red,  3fa6p0lu0kr210790,167802367,north carolina, usa,2 days left
18600,ford,transit,2018,clean vehicle,38279.0,white,  1ftyr2cm5jka24223,167749393,pennsylvania, usa,2 days left
13700,ford,fusion,2019,clean vehicle,30471.0,red,  3fa6p0lu8kr225408,167802368,north carolina, usa,2 days left
18200,ford,transit,2018,clean vehicle,41569.0,white,  1ftyr2cm2jka24227,167749395,pennsylvania, usa,2 days left
13800,ford,fusion,2019,clean vehicle,31142.0,silver,  3fa6p0lu3kr205504,167802369,north carolina, usa,2 days left
22000,ford,wagon,2018,clean vehicle,31598.0,black,  1fbzx2ym5jka57441,167749399,pennsylvania, usa,2 days left
13700,ford,fusion,2019,clean vehicle,31380.0,silver,  3fa6p0lu6kr220563,167802370,north carolina, usa,2 days left
28000,ford,wagon,2018,clean vehicle,22179.0,black,  1fbzx2xm1jka57423,167749406,pennsylvania, usa,2 days left
13800,ford,fusion,2019,clean vehicle,29266.0,white,  3fa6p0lu0kr210613,167802371,north carolina, usa,2 days left
18600,ford,transit,2018,clean vehicle,42156.0,white,  1ftyr2cm6jka24229,167749408,pennsylvania, usa,2 days left
13700,ford,fusion,2019,clean vehicle,30875.0,red,  3fa6p0lu2kr225727,167802372,north carolina, usa,2 days left
13700,ford,fusion,2019,clean vehicle,30609.0,silver,  3fa6p0lu5kr210591,167802373,north carolina, usa,2 days left
13800,ford,fusion,2019,clean vehicle,29508.0,silver,  3fa6p0lu4kr222151,167802374,north carolina, usa,2 days left
17700,ford,hybrid,2019,clean vehicle,12837.0,gray,  3fa6p0ru6kr257894,167802375,north carolina, usa,6 days left
13900,ford,fusion,2019,clean vehicle,29633.0,white,  3fa6p0lu0kr210823,167802376,north carolina, usa,2 days left
13900,ford,fusion,2019,clean vehicle,27461.0,no_color,  3fa6p0lu5kr226287,167802377,north carolina, usa,2 days left
50500,ford,f-650,2018,clean vehicle,74961.0,white,  1fdnf6dc1jdf00931,167749685,pennsylvania, usa,2 days left
13600,ford,fusion,2019,clean vehicle,32154.0,gray,  3fa6p0lu2kr207325,167802378,north carolina, usa,2 days left
55000,ford,srw,2018,clean vehicle,37245.0,black,  1ft7w2bt1jec31753,167749686,pennsylvania, usa,3 days left
13800,ford,fusion,2019,clean vehicle,29345.0,white,  3fa6p0lu1kr222799,167802379,north carolina, usa,2 days left
56000,ford,srw,2018,clean vehicle,25371.0,black,  1ft7w2bt4jec50359,167749689,pennsylvania, usa,3 days left
13800,ford,fusion,2019,clean vehicle,30054.0,silver,  3fa6p0lu3kr210749,167802380,north carolina, usa,2 days left
45800,ford,srw,2018,clean vehicle,11173.0,white,  1ft7w2bt3jeb02932,167749690,pennsylvania, usa,2 days left
13800,ford,fusion,2019,clean vehicle,30902.0,no_color,  3fa6p0lu8kr225585,167802381,north carolina, usa,2 days left
5500,nissan,sentra,2018,clean vehicle,31231.0,silver,  3n1ab7ap9jy345766,167440194,north carolina, usa,5 days left
14400,nissan,altima,2020,clean vehicle,10728.0,gray,  1n4bl4bv5lc127707,167455277,arizona, usa,2 days left
11450,nissan,sport,2018,clean vehicle,35374.0,white,  jn1bj1cpxjw108745,167456239,florida, usa,7 days left
11000,nissan,sport,2018,clean vehicle,36715.0,black,  jn1bj1cp5jw102514,167456240,florida, usa,7 days left
11450,nissan,sport,2018,clean vehicle,33437.0,red,  jn1bj1cp7jw161029,167456241,florida, usa,7 days left
11000,nissan,sport,2018,clean vehicle,36788.0,black,  jn1bj1cp5jw108622,167456242,florida, usa,7 days left
11200,nissan,sport,2018,clean vehicle,35491.0,black,  jn1bj1cp7jw102689,167456245,florida, usa,7 days left
11400,nissan,sport,2018,clean vehicle,33644.0,black,  jn1bj1cp5jw163832,167456251,florida, usa,7 days left
11450,nissan,sport,2018,clean vehicle,35831.0,gray,  jn1bj1cp5jw161563,167456254,florida, usa,7 days left
11050,nissan,sport,2018,clean vehicle,35050.0,gray,  jn1bj1cp3jw108442,167456255,florida, usa,7 days left
11400,nissan,sport,2018,clean vehicle,34924.0,gray,  jn1bj1cp1jw161494,167456258,florida, usa,7 days left
11050,nissan,sport,2018,clean vehicle,34962.0,silver,  jn1bj1cp7jw107732,167456261,florida, usa,7 days left
10850,nissan,sport,2018,clean vehicle,39985.0,gray,  jn1bj1cp8jw161668,167456317,florida, usa,7 days left
10900,nissan,sport,2018,clean vehicle,38816.0,red,  jn1bj1cp2jw106181,167456319,florida, usa,7 days left
10450,nissan,sport,2018,clean vehicle,41579.0,red,  jn1bj1cp7jw163492,167456333,florida, usa,7 days left
10800,nissan,sport,2018,clean vehicle,40455.0,gray,  jn1bj1cp7jw108055,167456334,florida, usa,7 days left
10850,nissan,sport,2018,clean vehicle,39996.0,white,  jn1bj1cp0jw108009,167456336,florida, usa,7 days left
10800,nissan,sport,2018,clean vehicle,41077.0,black,  jn1bj1cp1jw105037,167456337,florida, usa,7 days left
10850,nissan,sport,2018,clean vehicle,39183.0,gray,  jn1bj1cp2jw108545,167456338,florida, usa,7 days left
10800,nissan,sport,2018,clean vehicle,40478.0,black,  jn1bj1cpxjw152048,167456339,florida, usa,7 days left
10900,nissan,sport,2018,clean vehicle,38806.0,white,  jn1bj1cp7jw108458,167456342,florida, usa,7 days left
10400,nissan,sport,2018,clean vehicle,45331.0,blue,  jn1bj1cp6jw106037,167456344,florida, usa,7 days left
10500,nissan,sport,2018,clean vehicle,43531.0,blue,  jn1bj1cpxjw108647,167456345,florida, usa,7 days left
10800,nissan,sport,2018,clean vehicle,41033.0,silver,  jn1bj1cpxjw161087,167456349,florida, usa,7 days left
10800,nissan,sport,2018,clean vehicle,40332.0,gray,  jn1bj1cp9jw108428,167456351,florida, usa,7 days left
11200,nissan,frontier,2019,clean vehicle,22319.0,silver,  1n6ad0er0kn738643,167457176,arizona, usa,2 days left
11100,nissan,rogue,2019,clean vehicle,22305.0,blue,  knmat2mt7kp522890,167457180,arizona, usa,2 days left
12200,nissan,maxima,2019,clean vehicle,36996.0,black,  1n4aa6av0kc367891,167457182,arizona, usa,2 days left
4000,nissan,sentra,2019,clean vehicle,1.0,black,  3n1ab7ap3ky284206,167457183,arizona, usa,2 days left
9000,nissan,versa,2019,clean vehicle,27611.0,gray,  3n1cn7ap8kl876794,167457184,arizona, usa,2 days left
14900,nissan,rogue,2019,clean vehicle,26516.0,silver,  5n1at2mv3kc809079,167457185,arizona, usa,2 days left
4600,nissan,rogue,2019,clean vehicle,31397.0,blue,  jn8at2mt2kw259864,167457186,arizona, usa,2 days left
6400,nissan,versa,2019,clean vehicle,18300.0,red,  3n1cn7ap4kl859703,167457187,arizona, usa,2 days left
10400,nissan,note,2019,clean vehicle,26743.0,white,  3n1ce2cp8kl362332,167457188,arizona, usa,2 days left
7800,nissan,versa,2019,clean vehicle,15832.0,black,  3n1cn7ap0kl845989,167457189,arizona, usa,2 days left
12300,nissan,sport,2019,clean vehicle,31939.0,white,  jn1bj1cp9kw215996,167457190,arizona, usa,2 days left
10900,nissan,sentra,2019,clean vehicle,31037.0,gray,  3n1ab7ap4ky222670,167457191,arizona, usa,2 days left
8500,nissan,versa,2019,clean vehicle,22521.0,white,  3n1cn7ap0kl859617,167457193,arizona, usa,2 days left
7300,nissan,versa,2019,clean vehicle,31335.0,white,  3n1cn7ap5kl850671,167457385,arizona, usa,2 days left
5900,nissan,versa,2019,clean vehicle,28315.0,red,  3n1cn7ap1kl821247,167457396,arizona, usa,2 days left
20000,nissan,armada,2017,clean vehicle,83437.0,white,  jn8ay2nd3h9007167,167462206,texas, usa,6 days left
11200,nissan,altima,2018,clean vehicle,42250.0,blue,  1n4al3ap8jc257020,167472994,wisconsin, usa,22 hours left
14400,nissan,rogue,2018,clean vehicle,45732.0,black,  knmat2mv0jp584843,167473024,wisconsin, usa,23 hours left
16500,nissan,pathfinder,2018,clean vehicle,49185.0,white,  5n1dr2mmxjc615473,167473031,wisconsin, usa,22 hours left
13400,nissan,rogue,2017,clean vehicle,45826.0,silver,  knmat2mv3hp582112,167473149,wisconsin, usa,20 hours left
12500,nissan,door,2017,clean vehicle,36844.0,white,  1n4al3ap8hc494018,167473150,wisconsin, usa,22 hours left
6500,nissan,door,2013,clean vehicle,104343.0,gray,  5n1ar2mm9dc642588,167489864,illinois, usa,18 hours left
19800,nissan,pathfinder,2018,clean vehicle,34138.0,white,  5n1dr2mn0jc622571,167492145,florida, usa,23 hours left
8800,nissan,versa,2018,clean vehicle,34761.0,white,  3n1cn7ap0jl803031,167492341,florida, usa,23 hours left
12800,nissan,rogue,2018,clean vehicle,32656.0,blue,  knmat2mt3jp508547,167492359,florida, usa,23 hours left
8800,nissan,versa,2018,clean vehicle,34837.0,red,  3n1cn7apxjl833122,167492413,florida, usa,23 hours left
3500,nissan,altima,2019,clean vehicle,30099.0,white,  1n4bl4ev8kc201874,167493467,missouri, usa,8 days left
750,nissan,sentra,2018,clean vehicle,37088.0,gray,  3n1ab7ap3jy312956,167494347,missouri, usa,8 days left
10800,nissan,door,2017,clean vehicle,41729.0,blue,  1n4al3ap3hc221262,167494664,florida, usa,23 hours left
22300,nissan,titan,2017,clean vehicle,17195.0,white,  1n6aa1ej0hn508411,167499054,texas, usa,2 days left
8300,nissan,sedan,2018,clean vehicle,43064.0,gray,  3n1cn7apxjl833105,167519152,california, usa,7 days left
8300,nissan,sedan,2018,clean vehicle,47510.0,gray,  3n1cn7ap7jl819100,167519154,california, usa,7 days left
8000,nissan,sedan,2018,clean vehicle,52571.0,gray,  3n1cn7ap9jl817056,167519159,california, usa,7 days left
15200,nissan,frontier,2018,clean vehicle,12129.0,black,  1n6bd0ct0jn772776,167722142,alabama, usa,21 hours left
6700,nissan,sedan,2017,clean vehicle,62280.0,white,  3n1cn7ap4hl810879,167519934,california, usa,7 days left
7500,nissan,door,2017,clean vehicle,74859.0,gray,  1n4al3ap4hn358022,167722292,connecticut, usa,3 days left
10500,nissan,door,2017,clean vehicle,59508.0,black,  1n4al3ap4hc198591,167722301,connecticut, usa,3 days left
8400,nissan,juke,2017,clean vehicle,58529.0,white,  jn8af5mrxht705637,167722304,connecticut, usa,3 days left
7000,nissan,door,2015,salvage insurance,24396.0,black,  1n4al3ap8fc191026,167534402,florida, usa,15 hours left
25500,nissan,armada,2020,clean vehicle,10317.0,black,  jn8ay2nc6l9615894,167722430,california, usa,1 days left
4100,nissan,door,2017,salvage insurance,37619.0,black,  3n1cn7ap7hl863981,167534406,florida, usa,15 hours left
13900,nissan,altima,2020,clean vehicle,15160.0,black,  1n4bl4bv4lc140657,167722431,california, usa,1 days left
1900,nissan,door,2015,salvage insurance,91898.0,black,  3n1cn7apxfl814609,167534407,florida, usa,15 hours left
14700,nissan,pathfinder,2017,clean vehicle,31198.0,white,  5n1dr2mm8hc628832,167722800,connecticut, usa,3 days left
1900,nissan,door,2013,salvage insurance,144015.0,blue,  jn8as5mv0dw660449,167539306,ohio, usa,15 hours left
18800,nissan,titan,2017,clean vehicle,15621.0,white,  1n6aa1r74hn571882,167722873,missouri, usa,21 hours left
7800,nissan,versa,2018,clean vehicle,54815.0,red,  3n1cn7ap9jl828199,167722934,california, usa,19 hours left
13500,nissan,door,2016,clean vehicle,53011.0,red,  1n4aa6apxgc432268,167541540,louisiana, usa,8 days left
8000,nissan,versa,2018,clean vehicle,56255.0,silver,  3n1cn7ap6jl831688,167722937,california, usa,19 hours left
3300,nissan,door,2013,clean vehicle,100225.0,gray,  jn8as5mt3dw524301,167541769,louisiana, usa,8 days left
7200,nissan,sentra,2017,clean vehicle,54117.0,silver,  3n1ab7ap8hl685756,167723631,connecticut, usa,3 days left
8000,nissan,door,2017,clean vehicle,54119.0,gray,  1n4al3ap8hc255116,167723920,california, usa,1 days left
1280,nissan,door,2012,salvage insurance,162176.0,black,  1n4al2ap1cn403663,167543146,indiana, usa,15 hours left
14000,nissan,rogue,2018,clean vehicle,37655.0,white,  knmat2mv3jp514463,167543439,florida, usa,20 hours left
3500,nissan,door,2015,clean vehicle,101178.0,gray,  3n1ab7apxfy368576,167724444,california, usa,6 hours left
600,nissan,door,2012,salvage insurance,206142.0,silver,  3n1ab6ap0cl688945,167545000,kansas, usa,16 hours left
12500,nissan,sport,2018,clean vehicle,43187.0,gray,  jn1bj1cr5jw281199,167724477,california, usa,2 days left
5800,nissan,door,2013,salvage insurance,105590.0,gray,  3n1ab7ap3dl795351,167550695,texas, usa,16 hours left
8000,nissan,versa,2018,clean vehicle,53903.0,gray,  3n1cn7ap8jl818263,167724479,california, usa,2 days left
2200,nissan,door,2015,salvage insurance,73382.0,tan,  3n1cn7apxfl824461,167550843,texas, usa,16 hours left
8300,nissan,versa,2018,clean vehicle,48977.0,white,  3n1cn7ap4jl828918,167724481,california, usa,2 days left
7500,nissan,door,2016,clean vehicle,77504.0,blue,  1n4al3ap7gc240931,167552363,missouri, usa,7 days left
8000,nissan,versa,2018,clean vehicle,50871.0,blue,  3n1cn7ap3jl818641,167724482,california, usa,2 days left
3500,nissan,door,2012,clean vehicle,107734.0,silver,  jn8as5mvxcw706691,167552613,missouri, usa,7 days left
8000,nissan,versa,2018,clean vehicle,53098.0,white,  3n1cn7apxjl802906,167724484,california, usa,2 days left
2000,nissan,door,2012,salvage insurance,159990.0,burgundy,  1n4aa5ap4cc822996,167553965,oklahoma, usa,15 days left
7800,nissan,versa,2018,clean vehicle,51552.0,red,  3n1cn7ap0jl821772,167724487,california, usa,2 days left
8000,nissan,versa,2018,clean vehicle,54692.0,white,  3n1cn7ap5jl830774,167724488,california, usa,2 days left
18500,nissan,frontier,2019,clean vehicle,18611.0,white,  1n6ad0ev0kn768867,167554436,california, usa,8 days left
8000,nissan,versa,2018,clean vehicle,51654.0,blue,  3n1cn7ap1jl822946,167724489,california, usa,2 days left
18300,nissan,frontier,2019,clean vehicle,24046.0,white,  1n6ad0ev8kn726625,167554445,california, usa,8 days left
7500,nissan,versa,2018,clean vehicle,65184.0,red,  3n1cn7ap3jl833592,167724491,california, usa,2 days left
29800,nissan,armada,2019,clean vehicle,37398.0,blue,  jn8ay2ncxk9583031,167554453,california, usa,8 days left
21100,nissan,rogue,2020,clean vehicle,19597.0,silver,  5n1at2mt6lc714032,167725016,south carolina, usa,21 hours left
16200,nissan,rogue,2019,clean vehicle,34122.0,silver,  knmat2mvxkp508886,167554549,california, usa,8 days left
6998,nissan,doors,2015,clean vehicle,43651.0,super black,  1n4az0cp5fc322746,167654203,vermont, usa,11 days left
14700,nissan,rogue,2020,clean vehicle,15387.0,gray,  knmat2mv5lp500471,167743353,pennsylvania, usa,2 days left
19000,nissan,cargo,2020,clean vehicle,264.0,black,  3n6cm0kn9lk693851,167129224,california, usa,7 hours left
7500,nissan,door,2016,clean vehicle,58126.0,black,  1n4al3apxgn356323,167598085,texas, usa,1 days left
7998,nissan,doors,2015,clean vehicle,62921.0,cayenne red,  1n4az0cp2fc306536,167654204,vermont, usa,11 days left
10999,nissan,doors,2015,clean vehicle,43279.0,super black,  1n4az0cp1fc329211,167654205,massachusetts, usa,11 days left
2900,nissan,door,2012,salvage insurance,117844.0,gray,  jn8as5mv0cw412832,167600866,north carolina, usa,8 days left
8495,nissan,doors,2015,clean vehicle,45043.0,morningsky blue,  1n4az0cp6fc322884,167654206,new hampshire, usa,11 days left
19925,nissan,murano,2016,clean vehicle,42837.0,gray,  5n1az2mg7gn100344,167743473,alabama, usa,21 hours left
9500,nissan,sentra,2018,clean vehicle,42782.0,black,  3n1ab7ap3jy262463,167602541,new jersey, usa,2 hours left
12750,nissan,doors,2015,clean vehicle,24629.0,pearl white,  1n4az0cp8fc301146,167654207,massachusetts, usa,11 days left
22800,nissan,door,2015,clean vehicle,35902.0,blue,  1n6ad0ev4fn729804,167743862,alabama, usa,21 hours left
11621,nissan,doors,2015,clean vehicle,12840.0,glacier white,  1n4az0cp0fc326204,167654208,rhode island, usa,11 days left
11590,nissan,doors,2015,clean vehicle,63933.0,cayenne red,  1n4az0cp4fc309194,167654209,new hampshire, usa,11 days left
4700,nissan,door,2012,clean vehicle,100079.0,black,  1n4aa5ap0cc820341,167744352,alabama, usa,21 hours left
11390,nissan,doors,2015,clean vehicle,37953.0,super black,  1n4az0cp7fc314468,167654210,new york, usa,11 days left
14500,nissan,rogue,2017,clean vehicle,8677.0,blue,  knmat2mv8hp540065,167748608,tennessee, usa,4 days left
12000,nissan,rogue,2020,clean vehicle,11583.0,blue,  jn8at2mv7lw102351,167656206,ohio, usa,2 days left
15000,nissan,altima,2020,clean vehicle,14320.0,blue,  1n4bl4cv4lc134145,167656212,ohio, usa,2 days left
7500,nissan,door,2016,clean vehicle,19723.0,black,  3n1ab7ap9gy325347,167750212,georgia, usa,2 hours left
28000,nissan,armada,2018,clean vehicle,29554.0,gray,  jn8ay2nc4j9558303,167750230,pennsylvania, usa,3 days left
17500,nissan,maxima,2018,clean vehicle,39309.0,black,  1n4aa6ap0jc397943,167750233,pennsylvania, usa,2 days left
18000,nissan,maxima,2018,clean vehicle,34951.0,silver,  1n4aa6ap6jc388082,167750241,pennsylvania, usa,3 days left
13200,nissan,sport,2018,clean vehicle,35870.0,black,  jn1bj1cp2jw186856,167750400,pennsylvania, usa,2 days left
17000,nissan,altima,2018,clean vehicle,44423.0,gray,  1n4al3ap1jc191541,167750844,texas, usa,21 hours left
6700,nissan,xterra,2012,clean vehicle,92982.0,black,  5n1an0nu7cc517019,167751124,georgia, usa,20 hours left
23300,nissan,murano,2018,clean vehicle,36844.0,white,  5n1az2mg3jn162296,167751451,texas, usa,21 hours left
26800,nissan,titan,2018,clean vehicle,33605.0,white,  1n6aa1ej0jn540880,167751557,new mexico, usa,21 hours left
18200,nissan,sport,2018,clean vehicle,28009.0,black,  jn1bj1cr5jw269215,167752713,tennessee, usa,21 hours left
18700,nissan,rogue,2018,clean vehicle,41366.0,silver,  5n1at2mv4jc797992,167752721,virginia, usa,21 hours left
12900,nissan,door,2016,clean vehicle,98354.0,red,  1n6ad0ev8gn783236,167612818,new jersey, usa,2 hours left
16000,nissan,rogue,2018,clean vehicle,39598.0,no_color,  knmat2mv5jp602138,167752723,virginia, usa,21 hours left
19400,nissan,rogue,2020,clean vehicle,21009.0,black,  knmat2mvxlp505598,167614823,minnesota, usa,14 hours left
10900,nissan,sentra,2018,clean vehicle,28880.0,silver,  3n1ab7ap5jy332934,167752730,tennessee, usa,21 hours left
15800,nissan,sport,2018,clean vehicle,28626.0,black,  jn1bj1cp4jw195994,167752731,virginia, usa,21 hours left
